	AgI	Transcript.Cluster.ID
13342012	At1g18880	13342012
13342019	ath-MIR837	13342019
13342021	At1g18900	13342021
13342029	At1g18940	13342029
13342032	At1g18950	13342032
13342047	At1g18960	13342047
13342052	At1g19010	13342052
13342060	At1g19020	13342060
13342064	At1g19025	13342064
13342071	At1g19040	13342071
13342073	AMBIgUOUS	13342073
13342085	At1g19086	13342085
13342090	At1g19090	13342090
13342100	At1g19100	13342100
13342121	At1g19110	13342121
13342137	At1g19115	13342137
13342145	At1g19120	13342145
13342153	At1g19150	13342153
13342158	At1g19170	13342158
13342166	At1g19180	13342166
13342173	At1g19190	13342173
13342176	AMBIgUOUS	13342176
13342196	At1g19270	13342196
13342210	At1g19290	13342210
13342212	At1g19320	13342212
13342217	At1g19340	13342217
13342228	At1g19350	13342228
13342234	At1g19373	13342234
13342236	At1g19376	13342236
13342238	At1g19380	13342238
13342243	AMBIgUOUS	13342243
13342255	At1g19440	13342255
13342259	At1g19460	13342259
13342261	ath-MIR864	13342261
13342263	At1g19470	13342263
13342265	At1g19480	13342265
13342272	At1g19485	13342272
13342291	At1g19520	13342291
13342297	At1g19530	13342297
13342304	At1g19540	13342304
13342312	At1g19580	13342312
13342322	At1g19600	13342322
13342333	At1g19620	13342333
13342336	At1g19680	13342336
13342343	At1g19710	13342343
13342351	At1g19740	13342351
13342355	At1g19750	13342355
13342364	At1g19770	13342364
13342369	At1g19800	13342369
13342376	At1g19830	13342376
13342380	At1g19850	13342380
13342395	At1g19890	13342395
13342401	At1g19910	13342401
13342407	At1g19930	13342407
13342410	At1g19950	13342410
13342418	At1g19960	13342418
13342422	At1g19968	13342422
13342424	At1g19980	13342424
13342432	At1g19990	13342432
13342439	At1g20015	13342439
13342441	At1g20020	13342441
13342454	At1g20030	13342454
13342462	At1g20050	13342462
13342469	At1g20065	13342469
13342476	At1g20080	13342476
13342490	At1g20090	13342490
13342500	At1g20110	13342500
13342513	At1g20120	13342513
13342521	At1g20130	13342521
13342530	At1g20132	13342530
13342538	At1g20135	13342538
13342544	At1g20140	13342544
13342548	At1g20180	13342548
13342555	At1g20210	13342555
13342557	At1g20230	13342557
13342559	At1g20260	13342559
13342573	AMBIgUOUS	13342573
13342577	At1g20310	13342577
13342580	At1g20350	13342580
13342583	ath-MIR394a	13342583
13342585	At1g20380	13342585
13342597	At1g20405	13342597
13342600	At1g20460	13342600
13342604	At1g20470	13342604
13342608	At1g20520	13342608
13342611	At1g20540	13342611
13342626	At1g20580	13342626
13342632	At1g20600	13342632
13342636	At1g20620	13342636
13342649	At1g20630	13342649
13342658	At1g20640	13342658
13342666	At1g20680	13342666
13342674	At1g20690	13342674
13342678	At1g20693	13342678
13342686	At1g20696	13342686
13342695	At1g20700	13342695
13342700	At1g20710	13342700
13342704	At1g20730	13342704
13342710	At1g20735	13342710
13342712	At1g20740	13342712
13342717	At1g20760	13342717
13342732	At1g20780	13342732
13342738	At1g20810	13342738
13342746	At1g20816	13342746
13342754	At1g20823	13342754
13342758	At1g20830	13342758
13342765	At1g20850	13342765
13342771	At1g20875	13342771
13342773	At1g20900	13342773
13342777	At1g20920	13342777
13342787	At1g20925	13342787
13342800	At1g20967	13342800
13342802	At1g20970	13342802
13342813	At1g20980	13342813
13342826	At1g21000	13342826
13342833	At1g21010	13342833
13342837	At1g21050	13342837
13342841	At1g21060	13342841
13342853	At1g21065	13342853
13342862	At1g21090	13342862
13342869	At1g21140	13342869
13342873	At1g21170	13342873
13342890	At1g21200	13342890
13342894	"ath-MIR781a;b"	13342894
13342896	At1g21210	13342896
13342902	At1g21230	13342902
13342906	At1g21240	13342906
13342911	At1g21245	13342911
13342913	At1g21250	13342913
13342919	At1g21270	13342919
13342925	At1g21281	13342925
13342927	At1g21323	13342927
13342931	At1g21340	13342931
13342933	At1g21360	13342933
13342941	At1g21370	13342941
13342950	At1g21395	13342950
13342953	At1g21400	13342953
13342963	At1g21410	13342963
13342971	At1g21430	13342971
13342975	At1g21450	13342975
13342979	At1g21560	13342979
13342989	At1g21610	13342989
13343004	At1g21620	13343004
13343008	At1g21630	13343008
13343026	At1g21640	13343026
13343040	At1g21660	13343040
13343052	At1g21670	13343052
13343055	At1g21680	13343055
13343058	At1g21690	13343058
13343073	At1g21695	13343073
13343077	At1g21710	13343077
13343083	At1g21720	13343083
13343092	At1g21722	13343092
13343095	At1g21730	13343095
13343119	At1g21740	13343119
13343124	At1g21750	13343124
13343139	At1g21760	13343139
13343151	At1g21780	13343151
13343161	At1g21790	13343161
13343167	At1g21835	13343167
13343169	At1g21840	13343169
13343173	At1g21864	13343173
13343177	At1g21866	13343177
13343180	At1g21870	13343180
13343186	At1g21880	13343186
13343195	At1g21910	13343195
13343199	At1g21930	13343199
13343203	At1g21960	13343203
13343205	At1g21975	13343205
13343207	At1g21980	13343207
13343218	At1g22000	13343218
13343226	At1g22010	13343226
13343228	At1g22020	13343228
13343235	At1g22040	13343235
13343239	At1g22050	13343239
13343245	At1g22065	13343245
13343249	At1g22067	13343249
13343251	At1g22070	13343251
13343261	At1g22090	13343261
13343269	At1g22150	13343269
13343280	At1g22160	13343280
13343285	At1g22170	13343285
13343294	At1g22190	13343294
13343298	At1g22210	13343298
13343311	At1g22220	13343311
13343315	At1g22230	13343315
13343319	At1g22240	13343319
13343325	AMBIgUOUS	13343325
13343330	At1g22270	13343330
13343334	At1g22275	13343334
13343347	At1g22280	13343347
13343359	At1g22330	13343359
13343368	At1g22410	13343368
13343376	At1g22430	13343376
13343387	At1g22440	13343387
13343397	At1g22450	13343397
13343405	AMBIgUOUS	13343405
13343409	At1g22540	13343409
13343416	At1g22590	13343416
13343424	At1g22610	13343424
13343427	At1g22630	13343427
13343434	At1g22640	13343434
13343440	At1g22651	13343440
13343442	At1g22660	13343442
13343460	At1g22690	13343460
13343470	At1g22730	13343470
13343477	At1g22740	13343477
13343487	At1g22750	13343487
13343498	At1g22760	13343498
13343508	At1g22770	13343508
13343525	AMBIgUOUS	13343525
13343531	At1g22790	13343531
13343537	AMBIgUOUS	13343537
13343550	At1g22830	13343550
13343556	AMBIgUOUS	13343556
13343563	At1g22860	13343563
13343578	At1g22870	13343578
13343592	At1g22880	13343592
13343602	At1g22882	13343602
13343608	At1g22885	13343608
13343614	At1g22890	13343614
13343619	At1g22910	13343619
13343629	At1g22930	13343629
13343645	At1g22940	13343645
13343655	At1g22990	13343655
13343661	At1g23000	13343661
13343667	At1g23010	13343667
13343674	At1g23030	13343674
13343680	At1g23037	13343680
13343683	At1g23040	13343683
13343687	At1g23050	13343687
13343691	At1g23074	13343691
13343693	At1g23100	13343693
13343699	At1g23120	13343699
13343704	At1g23130	13343704
13343709	At1g23145	13343709
13343711	At1g23147	13343711
13343714	AMBIgUOUS	13343714
13343721	At1g23160	13343721
13343726	At1g23170	13343726
13343739	At1g23180	13343739
13343751	At1g23190	13343751
13343771	At1g23200	13343771
13343776	At1g23201	13343776
13343778	At1g23210	13343778
13343783	At1g23220	13343783
13343788	At1g23230	13343788
13343811	At1g23290	13343811
13343814	At1g23410	13343814
13343817	At1g23420	13343817
13343827	At1g23440	13343827
13343835	At1g23450	13343835
13343837	At1g23460	13343837
13343847	At1g23465	13343847
13343851	At1g23480	13343851
13343865	At1g23490	13343865
13343872	At1g23500	13343872
13343878	At1g23530	13343878
13343882	At1g23550	13343882
13343889	At1g23710	13343889
13343893	At1g23720	13343893
13343896	At1g23724	13343896
13343898	At1g23730	13343898
13343909	At1g23750	13343909
13343914	At1g23760	13343914
13343919	At1g23790	13343919
13343926	At1g23810	13343926
13343932	At1g23820	13343932
13343943	At1g23870	13343943
13343950	At1g23880	13343950
13343960	At1g23900	13343960
13343979	At1g23935	13343979
13343995	At1g23940	13343995
13344005	AMBIgUOUS	13344005
13344016	At1g24050	13344016
13344024	At1g24068	13344024
13344026	At1g24090	13344026
13344037	At1g24095	13344037
13344043	At1g24110	13344043
13344045	At1g24145	13344045
13344049	At1g24147	13344049
13344054	At1g24148	13344054
13344061	At1g24150	13344061
13344066	At1g24159	13344066
13344069	At1g24240	13344069
13344077	At1g24256	13344077
13344082	At1g24265	13344082
13344097	AMBIgUOUS	13344097
13344110	AMBIgUOUS	13344110
13344122	At1g24330	13344122
13344131	At1g24340	13344131
13344144	At1g24360	13344144
13344156	At1g24380	13344156
13344160	At1g24390	13344160
13344165	At1g24405	13344165
13344168	At1g24420	13344168
13344170	At1g24440	13344170
13344177	At1g24450	13344177
13344183	At1g24460	13344183
13344199	At1g24470	13344199
13344205	At1g24485	13344205
13344214	At1g24490	13344214
13344227	At1g24520	13344227
13344231	At1g24530	13344231
13344235	At1g24540	13344235
13344238	At1g24560	13344238
13344246	At1g24570	13344246
13344259	At1g24580	13344259
13344263	At1g24600	13344263
13344267	At1g24650	13344267
13344270	At1g24706	13344270
13344307	At1g24735	13344307
13344317	AMBIgUOUS	13344317
13344327	AMBIgUOUS	13344327
13344331	AMBIgUOUS	13344331
13344347	At1g24851	13344347
13344349	AMBIgUOUS	13344349
13344353	AMBIgUOUS	13344353
13344367	AMBIgUOUS	13344367
13344369	AMBIgUOUS	13344369
13344373	AMBIgUOUS	13344373
13344379	AMBIgUOUS	13344379
13344381	AMBIgUOUS	13344381
13344383	AMBIgUOUS	13344383
13344392	AMBIgUOUS	13344392
13344395	AMBIgUOUS	13344395
13344400	AMBIgUOUS	13344400
13344402	AMBIgUOUS	13344402
13344412	AMBIgUOUS	13344412
13344415	At1g25240	13344415
13344418	At1g25250	13344418
13344423	At1g25270	13344423
13344431	At1g25275	13344431
13344436	At1g25280	13344436
13344447	At1g25290	13344447
13344458	At1g25300	13344458
13344460	At1g25320	13344460
13344465	At1g25340	13344465
13344471	At1g25360	13344471
13344473	At1g25380	13344473
13344485	At1g25420	13344485
13344495	At1g25422	13344495
13344499	At1g25425	13344499
13344503	At1g25460	13344503
13344510	At1g25480	13344510
13344517	At1g25490	13344517
13344533	At1g25520	13344533
13344543	At1g25550	13344543
13344550	At1g26090	13344550
13344560	At1g26130	13344560
13344574	At1g26180	13344574
13344585	At1g26210	13344585
13344589	At1g26220	13344589
13344592	At1g26250	13344592
13344596	At1g26260	13344596
13344610	At1g26290	13344610
13344615	At1g26320	13344615
13344623	At1g26330	13344623
13344642	At1g26340	13344642
13344648	At1g26430	13344648
13344650	At1g26460	13344650
13344659	At1g26470	13344659
13344667	At1g26500	13344667
13344669	At1g26530	13344669
13344677	At1g26550	13344677
13344684	At1g26558	13344684
13344694	At1g26560	13344694
13344708	At1g26570	13344708
13344712	At1g26580	13344712
13344717	At1g26590	13344717
13344719	At1g26600	13344719
13344723	At1g26610	13344723
13344727	At1g26630	13344727
13344735	At1g26650	13344735
13344739	At1g26660	13344739
13344750	At1g26665	13344750
13344758	At1g26670	13344758
13344766	At1g26680	13344766
13344779	At1g26700	13344779
13344795	At1g26730	13344795
13344807	AMBIgUOUS	13344807
13344814	At1g26762	13344814
13344818	At1g26770	13344818
13344824	At1g26773	13344824
13344826	At1g26780	13344826
13344830	At1g26795	13344830
13344833	At1g26796	13344833
13344835	At1g26797	13344835
13344839	At1g26798	13344839
13344842	At1g26799	13344842
13344846	At1g26830	13344846
13344851	At1g26840	13344851
13344864	At1g26870	13344864
13344868	At1g26890	13344868
13344874	At1g26910	13344874
13344879	At1g26916	13344879
13344881	At1g26920	13344881
13344885	At1g26940	13344885
13344895	At1g26945	13344895
13344900	At1g26960	13344900
13344906	At1g26970	13344906
13344914	ath-MIR395b	13344914
13344916	At1g26976	13344916
13344920	ath-MIR395c	13344920
13344922	At1g27000	13344922
13344936	At1g27020	13344936
13344946	At1g27030	13344946
13344956	At1g27045	13344956
13344962	At1g27050	13344962
13344966	At1g27060	13344966
13344974	At1g27080	13344974
13344979	At1g27120	13344979
13344989	At1g27130	13344989
13344994	At1g27135	13344994
13344997	At1g27140	13344997
13345000	At1g27150	13345000
13345017	At1g27160	13345017
13345020	At1g27170	13345020
13345030	At1g27180	13345030
13345038	At1g27220	13345038
13345042	At1g27240	13345042
13345047	At1g27250	13345047
13345051	At1g27260	13345051
13345057	At1g27270	13345057
13345062	At1g27280	13345062
13345067	At1g27290	13345067
13345072	At1g27300	13345072
13345077	At1g27320	13345077
13345090	AMBIgUOUS	13345090
13345095	At1g27340	13345095
13345100	At1g27360	13345100
13345111	At1g27400	13345111
13345119	At1g27410	13345119
13345125	At1g27420	13345125
13345129	At1g27450	13345129
13345142	At1g27460	13345142
13345151	At1g27480	13345151
13345156	At1g27520	13345156
13345173	AMBIgUOUS	13345173
13345178	At1g27570	13345178
13345189	At1g27590	13345189
13345197	At1g27595	13345197
13345219	At1g27620	13345219
13345223	At1g27630	13345223
13345233	At1g27650	13345233
13345239	At1g27660	13345239
13345249	At1g27680	13345249
13345264	At1g27690	13345264
13345270	At1g27695	13345270
13345277	At1g27710	13345277
13345282	At1g27740	13345282
13345289	At1g27750	13345289
13345299	At1g27752	13345299
13345312	At1g27760	13345312
13345327	At1g27820	13345327
13345329	At1g27850	13345329
13345339	At1g27880	13345339
13345360	At1g27920	13345360
13345373	At1g27950	13345373
13345377	At1g27970	13345377
13345384	At1g27980	13345384
13345401	At1g28007	13345401
13345403	At1g28010	13345403
13345414	At1g28030	13345414
13345418	At1g28060	13345418
13345426	At1g28070	13345426
13345431	At1g28080	13345431
13345436	At1g28090	13345436
13345455	At1g28100	13345455
13345472	At1g28130	13345472
13345480	At1g28135	13345480
13345484	At1g28160	13345484
13345486	At1g28170	13345486
13345488	At1g28210	13345488
13345508	At1g28250	13345508
13345514	At1g28270	13345514
13345518	At1g28281	13345518
13345520	At1g28304	13345520
13345523	At1g28307	13345523
13345525	At1g28327	13345525
13345532	At1g28335	13345532
13345537	At1g28340	13345537
13345548	At1g28350	13345548
13345566	At1g28360	13345566
13345570	At1g28375	13345570
13345574	AMBIgUOUS	13345574
13345584	At1g28420	13345584
13345605	At1g28440	13345605
13345610	At1g28450	13345610
13345612	At1g28460	13345612
13345614	At1g28470	13345614
13345620	At1g28490	13345620
13345632	At1g28500	13345632
13345639	At1g28510	13345639
13345646	At1g28520	13345646
13345655	At1g28540	13345655
13345659	At1g28680	13345659
13345665	UNIDENtIFIED	13345665
13345667	At1g28730	13345667
13345669	At1g28815	13345669
13345673	At1g68760	13345673
13345675	At1g68760	13345675
13345677	At1g28760	13345677
13345679	At1g28990	13345679
13345681	At1g29000	13345681
13345686	At1g29010	13345686
13345693	AMBIgUOUS	13345693
13345707	At1g29060	13345707
13345713	At1g29070	13345713
13345718	At1g29100	13345718
13345721	At1g29110	13345721
13345724	At1g29120	13345724
13345743	At1g29140	13345743
13345748	At1g29150	13345748
13345753	AMBIgUOUS	13345753
13345759	At1g29200	13345759
13345774	At1g29230	13345774
13345776	At1g29260	13345776
13345780	ath-MIR399a	13345780
13345782	At1g29270	13345782
13345788	At1g29280	13345788
13345792	At1g29290	13345792
13345796	At1g29310	13345796
13345805	At1g29320	13345805
13345819	At1g29340	13345819
13345822	At1g29355	13345822
13345825	At1g29380	13345825
13345832	AMBIgUOUS	13345832
13345835	At1g29465	13345835
13345840	At1g29480	13345840
13345843	At1g29490	13345843
13345847	At1g29500	13345847
13345851	At1g29510	13345851
13345854	At1g29520	13345854
13345860	At1g29540	13345860
13345864	At1g29550	13345864
13345870	At1g29560	13345870
13345884	At1g29570	13345884
13345894	At1g29580	13345894
13345899	At1g29590	13345899
13345906	At1g29600	13345906
13345917	At1g29620	13345917
13345921	At1g29630	13345921
13345941	At1g29660	13345941
13345949	AMBIgUOUS	13345949
13345957	At1g29710	13345957
13345959	At1g29760	13345959
13345964	At1g29770	13345964
13345968	At1g29780	13345968
13345970	At1g29790	13345970
13345976	At1g29800	13345976
13345986	At1g29820	13345986
13345996	At1g29830	13345996
13346009	At1g29850	13346009
13346018	At1g29860	13346018
13346023	At1g29890	13346023
13346038	At1g29900	13346038
13346044	At1g29930	13346044
13346048	AMBIgUOUS	13346048
13346062	At1g29960	13346062
13346069	At1g29962	13346069
13346071	At1g29990	13346071
13346079	AMBIgUOUS	13346079
13346083	At1g30040	13346083
13346090	At1g30050	13346090
13346095	At1g30100	13346095
13346099	At1g30110	13346099
